Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Male,39,Newton Correctional Facility,Prison,2019,2022,09/11/2018,09/13/2018,0,Discharged - Expiration of Sentence,20354988,D Felony,Drug,Drug Possession,true,New Charge,522,17.4,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,41,Newton Correctional Facility,Prison,2019,2022,08/21/2014,01/14/2019,52,Released to Special Sentence,20214491,C Felony,Violent,Sex,false,,,,,,,,
White,Male,39,Districts/Compact Regions,Work Release,2019,2022,04/26/2018,07/25/2018,2,Parole Granted,20415775,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
White,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,01/02/2019,06/04/2019,5,Parole Granted,20398979,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,34,1.1,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,62,Districts/Compact Regions,Work Release,2019,2022,01/26/2018,08/08/2018,6,Released to Special Sentence,875410,Special Sentence 2005,Violent,Sex,false,,,,,,,,Low
White,Male,37,Newton Correctional Facility,Work Release,2019,2022,08/14/2018,12/20/2018,4,Parole Granted,740127,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Low
White,Male,49,Iowa Medical & Classification Center,Prison,2019,2022,09/20/2018,01/04/2019,3,Parole Granted,20408419,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,07/30/2018,06/17/2019,10,Parole Granted,20412172,D Felony,Drug,Drug Possession,true,New Charge,175,5.8,124.401(5)(c),D Felony,Drug,Drug Possession,Moderate
Black,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,08/07/2018,04/29/2019,8,Parole Granted,630496,C Felony,Property,Theft,true,Tech,190,6.3,714.2(1),C Felony,Property,Theft,High
Black,Female,39,Iowa Correctional Institution for Women,Prison,2019,2022,07/05/2018,11/15/2018,4,Parole Granted,20466670,Aggravated Misdemeanor,Drug,Drug Possession,true,New Charge,426,14.2,713.6A,D Felony,Property,Burglary,Low
Black,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,04/23/2018,10/23/2018,6,Parole Granted,20314135,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,Low
White,Male,40,North Central Correctional Facility,Prison,2019,2022,07/03/2012,11/08/2018,76,Parole Granted,20221486,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,36,Mount Pleasant Correctional Facility,Prison,2019,2022,12/13/2016,08/16/2018,20,Parole Granted,20140786,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,543,18.1,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,10/12/2017,11/15/2018,13,Parole Granted,20421503,D Felony,Property,Burglary,false,,,,,,,,High
Black,Female,45,Iowa Correctional Institution for Women,Prison,2019,2022,06/13/2017,07/13/2018,13,Parole Granted,687111,B Felony,Violent,Other Violent,true,Tech,326,10.9,713.3,B Felony,Violent,Other Violent,High
White,Male,60,Iowa Medical & Classification Center,Prison,2019,2022,05/18/2018,04/16/2019,10,Parole Granted,902722,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,322,10.7,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
Black,Male,36,Iowa Medical & Classification Center,Work Release,2019,2022,02/14/2018,07/25/2018,5,Parole Granted,20334658,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,03/08/2018,09/04/2018,5,Parole Granted,20072721,B Felony,Drug,Trafficking,true,Tech,"1,004",33.5,124.401(1)(b)(7),B Felony,Drug,Trafficking,Low
White,Male,40,Fort Dodge Correctional Facility,Prison,2019,2022,05/31/2017,12/09/2018,18,Released to Special Sentence,20410179,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,Low
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,09/10/2018,12/26/2018,3,Parole Granted,20445031,C Felony,Drug,Trafficking,true,Tech,334,11.1,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,42,Mount Pleasant Correctional Facility,Prison,2019,2022,05/08/2018,03/12/2019,10,Discharged - Expiration of Sentence,20458413,Aggravated Misdemeanor,Drug,Drug Possession,true,New Charge,78,2.6,124.401(1)(c)(7),C Felony,Drug,Trafficking,High
Black,Male,46,Iowa Medical & Classification Center,Work Release,2019,2022,01/04/2019,06/17/2019,5,Parole Granted,20280625,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,368,12.3,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,01/29/2019,06/27/2019,4,Parole Granted,20430870,D Felony,Drug,Drug Possession,true,New Charge,340,11.3,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,40,Iowa Medical & Classification Center,Work Release,2019,2022,03/19/2019,06/06/2019,2,Parole Granted,20357823,D Felony,Violent,Assault,true,New Charge,"1,006",33.5,708.2A(4),D Felony,Violent,Assault,High
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,04/10/2018,03/20/2019,11,Parole Granted,20326218,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,39,Clarinda Correctional Facility,Prison,2019,2022,10/06/2017,09/13/2018,11,Discharged - Expiration of Sentence,20427593,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,36,Mount Pleasant Correctional Facility,Prison,2019,2022,01/05/2018,08/02/2018,6,Parole Granted,20438676,D Felony,Drug,Drug Possession,true,Tech,537,17.9,124.401(5)(c),D Felony,Drug,Drug Possession,Low
Black,Male,37,Fort Dodge Correctional Facility,Prison,2019,2022,08/21/2017,09/11/2018,12,Parole Granted,20297727,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,Tech,412,13.7,"902.8,A",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,38,Fort Dodge Correctional Facility,Prison,2019,2022,12/21/2018,06/02/2019,5,Discharged - Expiration of Sentence,20451660,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,37,Districts/Compact Regions,Work Release,2019,2022,06/21/2018,09/17/2018,2,Parole Granted,20437400,Aggravated Misdemeanor,Public Order,OWI,false,,,,,,,,High
White,Female,42,Iowa Correctional Institution for Women,Prison,2019,2022,09/25/2017,08/24/2018,10,Parole Granted,20306545,C Felony,Property,Theft,false,,,,,,,,Low
Hispanic,Male,39,Fort Dodge Correctional Facility,Prison,2019,2022,04/24/2018,11/28/2018,7,Parole Granted,20246061,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
Hispanic,Male,46,Iowa Medical & Classification Center,Prison,2019,2022,10/30/2014,08/16/2018,45,Paroled to Detainer - INS,20284262,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Low
Black,Male,39,Mount Pleasant Correctional Facility,Prison,2019,2022,06/29/2017,04/15/2019,21,Parole Granted,20236115,D Felony,Public Order,OWI,false,,,,,,,,High
Black,Male,39,Fort Dodge Correctional Facility,Prison,2019,2022,07/16/2018,04/23/2019,9,Parole Granted,20298464,C Felony,Drug,Trafficking,true,Tech,178,5.9,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,49,Clarinda Correctional Facility,Prison,2019,2022,07/23/2018,05/20/2019,9,Parole Granted,20402637,C Felony,Drug,Trafficking,true,Tech,970,32.3,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Hispanic,Male,49,North Central Correctional Facility,Prison,2019,2022,11/29/2017,10/22/2018,10,Parole Granted,20438853,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,High
White,Male,39,Districts/Compact Regions,Work Release,2019,2022,12/06/2018,02/15/2019,2,Parole Granted,20173217,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,37,Districts/Compact Regions,Work Release,2019,2022,02/12/2019,05/24/2019,3,Parole Granted,20458512,D Felony,Property,Burglary,false,,,,,,,,High
Black,Male,37,Clarinda Correctional Facility,Prison,2019,2022,07/30/2015,01/24/2019,41,Parole Granted,20324943,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
Black,Male,40,Iowa Medical & Classification Center,Prison,2019,2022,07/16/2018,09/11/2018,1,Discharged - Expiration of Sentence,20435115,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Black,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,05/20/2019,06/20/2019,1,Parole Granted,20467587,D Felony,Property,Forgery/Fraud,true,Tech,26,0.9,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Female,38,Iowa Correctional Institution for Women,Prison,2019,2022,02/01/2018,08/24/2018,6,Parole Granted,20391789,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,Moderate
Asian or Pacific Islander,Male,37,North Central Correctional Facility,Prison,2019,2022,02/02/2018,08/21/2018,6,Discharged - Expiration of Sentence,20444228,Aggravated Misdemeanor,Property,Burglary,true,New Charge,265,8.8,"124.401(5),C",Aggravated Misdemeanor,Drug,Drug Possession,High
White,Male,59,Mount Pleasant Correctional Facility,Prison,2019,2022,08/06/2018,01/28/2019,5,Parole Granted,20397388,C Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,10/11/2017,02/05/2019,15,Paroled w/Immediate Discharge,20398758,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
White,Male,38,North Central Correctional Facility,Prison,2019,2022,03/23/2015,10/31/2018,43,Parole Granted,20272532,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,36,Iowa Medical & Classification Center,Work Release,2019,2022,05/29/2018,09/26/2018,3,Parole Granted,20151250,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Female,39,Districts/Compact Regions,Work Release,2019,2022,12/03/2018,04/23/2019,4,Parole Granted,20425660,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,38,Iowa Medical & Classification Center,Work Release,2019,2022,11/08/2018,02/05/2019,2,Parole Granted,20263742,D Felony,Property,Forgery/Fraud,true,Tech,120,4.0,715A.2(2)(a),D Felony,Property,Forgery/Fraud,Low
Hispanic,Male,37,Newton Correctional Facility,Prison,2019,2022,04/30/2018,03/07/2019,10,Discharged - Expiration of Sentence,20174407,D Felony,Public Order,OWI,false,,,,,,,,Low
Black,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,02/20/2018,05/06/2019,14,Parole Granted,20445098,C Felony,Drug,Trafficking,true,Tech,834,27.8,124.401(1)(c)(2)(d),C Felony,Drug,Trafficking,Moderate
White,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,09/21/2017,11/29/2018,14,Parole Granted,20106508,C Felony,Property,Burglary,true,New Charge,469,15.6,713.5,C Felony,Property,Burglary,High
Black,Male,39,Newton Correctional Facility,Prison,2019,2022,06/15/2018,12/20/2018,6,Parole Granted,20031361,D Felony,Drug,Drug Possession,false,,,,,,,,Low
Black,Male,36,Districts/Compact Regions,Work Release,2019,2022,03/12/2018,07/25/2018,4,Parole Granted,20365873,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,34,Iowa Medical & Classification Center,Work Release,2019,2022,03/28/2018,07/16/2018,3,Parole Granted,20372301,Aggravated Misdemeanor,Violent,Assault,true,New Charge,872,29.1,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Male,36,Districts/Compact Regions,Work Release,2019,2022,07/11/2018,09/26/2018,2,Parole Granted,20397798,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,37,Districts/Compact Regions,Work Release,2019,2022,03/15/2019,06/10/2019,2,Parole Granted,20043636,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
White,Male,38,Iowa Medical & Classification Center,Prison,2019,2022,05/21/2018,12/26/2018,7,Paroled w/Immediate Discharge,20331535,D Felony,Public Order,Weapons,false,,,,,,,,Moderate
White,Male,38,Newton Correctional Facility,Prison,2019,2022,06/01/2018,01/23/2019,7,Parole Granted,20460350,D Felony,Drug,Drug Possession,false,,,,,,,,Low
Black,Male,36,Districts/Compact Regions,Work Release,2019,2022,09/04/2018,12/21/2018,3,Parole Granted,740882,B Felony,Violent,Robbery,false,,,,,,,,High
White,Female,50,Iowa Correctional Institution for Women,Prison,2019,2022,10/10/2018,01/22/2019,3,Parole Granted,20480637,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,47,Districts/Compact Regions,Work Release,2019,2022,10/06/2017,07/11/2018,9,Discharged - Expiration of Sentence,740891,C Felony,Violent,Sex,false,,,,,,,,Low
Black,Male,41,North Central Correctional Facility,Prison,2019,2022,11/12/2015,08/16/2018,33,Parole Granted,824237,Felony - Enhancement to Original Penalty,Drug,Trafficking,false,,,,,,,,High
White,Male,42,Mount Pleasant Correctional Facility,Prison,2019,2022,11/16/2018,06/24/2019,7,Parole Granted,20462446,C Felony,Drug,Trafficking,true,Tech,563,18.8,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,38,Districts/Compact Regions,Work Release,2019,2022,05/03/2018,08/08/2018,3,Parole Granted,20353851,D Felony,Property,Burglary,false,,,,,,,,High
White,Female,38,Iowa Correctional Institution for Women,Work Release,2019,2022,10/18/2018,01/25/2019,3,Parole Granted,20426046,C Felony,Property,Theft,true,Tech,195,6.5,714.2(1),C Felony,Property,Theft,High
White,Male,41,Districts/Compact Regions,Work Release,2019,2022,04/12/2018,11/09/2018,6,Parole Granted,20171676,D Felony,Property,Forgery/Fraud,false,,,,,,,,Moderate
Black,Male,30,Districts/Compact Regions,Work Release,2019,2022,07/10/2018,11/30/2018,4,Parole Granted,20420326,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,04/03/2018,04/23/2019,12,Parole Granted,20451919,D Felony,Property,Forgery/Fraud,true,New Charge,170,5.7,715A.2(2)(a),D Felony,Property,Forgery/Fraud,Moderate
White,Male,39,Newton Correctional Facility,Prison,2019,2022,01/08/2019,01/23/2019,0,Discharged - Expiration of Sentence,20184838,C Felony,Drug,Trafficking,true,New Charge,442,14.7,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,12/04/2017,03/15/2019,15,Discharged - Expiration of Sentence,20435496,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
White,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,11/15/2018,03/18/2019,4,Parole Granted,20270931,Felony - Enhancement to Original Penalty,Other,Other Criminal,true,New Charge,262,8.7,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,37,North Central Correctional Facility,Prison,2019,2022,11/16/2018,04/08/2019,4,Paroled w/Immediate Discharge,20380055,Aggravated Misdemeanor,Property,Theft,false,,,,,,,,Low
White,Male,40,Districts/Compact Regions,Work Release,2019,2022,07/12/2018,10/08/2018,2,Parole Granted,20401616,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,36,Clarinda Correctional Facility,Prison,2019,2022,01/02/2014,12/18/2018,59,Released to Special Sentence,20254354,D Felony,Other,Other Criminal,false,,,,,,,,High
White,Male,35,Mount Pleasant Correctional Facility,Prison,2019,2022,12/29/2017,10/18/2018,9,Discharged - Expiration of Sentence,20423494,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,High
White,Female,40,Iowa Correctional Institution for Women,Prison,2019,2022,10/25/2018,05/31/2019,7,Parole Granted,20422645,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,40,Districts/Compact Regions,Prison,2019,2022,07/29/2015,03/18/2019,43,Discharged - Expiration of Sentence,20187105,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,38,Iowa Correctional Institution for Women,Work Release,2019,2022,01/14/2019,03/28/2019,2,Parole Granted,20322447,C Felony,Property,Theft,true,Tech,566,18.9,714.9,C Felony,Property,Forgery/Fraud,Low
White,Male,61,Mount Pleasant Correctional Facility,Prison,2019,2022,09/13/2018,12/12/2018,2,Discharged - Expiration of Sentence,813515,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,37,Fort Dodge Correctional Facility,Prison,2019,2022,08/08/2018,06/19/2019,10,Parole Granted,20470539,C Felony,Property,Vandalism,false,,,,,,,,High
White,Male,36,Districts/Compact Regions,Work Release,2019,2022,02/05/2019,05/24/2019,3,Parole Granted,20431970,D Felony,Drug,Drug Possession,false,,,,,,,,Low
American Indian or Alaska Native,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,05/10/2018,08/30/2018,3,Parole Granted,20253957,D Felony,Violent,Assault,true,New Charge,441,14.7,708.4(2),D Felony,Violent,Assault,High
White,Female,61,Iowa Correctional Institution for Women,Prison,2019,2022,07/24/2018,03/21/2019,7,Parole Granted,20323663,D Felony,Drug,Drug Possession,false,,,,,,,,Low
White,Male,36,Clarinda Correctional Facility,Prison,2019,2022,04/10/2018,01/25/2019,9,Parole Granted,20404170,D Felony,Drug,Drug Possession,true,New Charge,119,4.0,124.401(5)(c),D Felony,Drug,Drug Possession,Low
White,Male,52,Iowa Medical & Classification Center,Prison,2019,2022,02/19/2013,01/08/2019,70,Parole Granted,20170650,C Felony,Violent,Sex,false,,,,,,,,
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,01/02/2018,05/17/2019,16,Parole Granted,20438781,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,10/02/2017,01/04/2019,15,Parole Granted,20427033,Felony - Enhancement to Original Penalty,Other,Other Criminal,false,,,,,,,,High
Black,Male,36,Districts/Compact Regions,Work Release,2019,2022,10/10/2018,12/03/2018,1,Parole Granted,20319800,D Felony,Drug,Drug Possession,false,,,,,,,,High
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,02/09/2018,02/01/2019,11,Paroled w/Immediate Discharge,20287848,D Felony,Drug,Drug Possession,false,,,,,,,,Moderate
White,Male,36,Clarinda Correctional Facility,Prison,2019,2022,06/27/2018,12/26/2018,5,Parole Granted,20144170,D Felony,Property,Burglary,true,New Charge,583,19.4,124.401(1)(b)(7),B Felony,Drug,Trafficking,High
White,Male,37,Mount Pleasant Correctional Facility,Prison,2019,2022,06/11/2018,10/23/2018,4,Discharged - Expiration of Sentence,20200048,C Felony,Property,Vandalism,false,,,,,,,,High
White,Male,63,Clarinda Correctional Facility,Prison,2019,2022,04/16/2018,05/15/2019,12,Parole Granted,20454260,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,36,Iowa State Penitentiary,Prison,2019,2022,03/30/2018,07/19/2018,3,Discharged - Expiration of Sentence,20326388,D Felony,Public Order,Other Public Order,true,New Charge,"1,019",34.0,124.401(1)(c)(6),C Felony,Drug,Trafficking,Moderate
